BuildingSyncPath,State,RequiredValues,RequiredPairedElement
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.Refrigeration,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.Refrigeration.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.DistributedGeneration,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.DistributedGeneration.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.RenewableEnergySystems,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.RenewableEnergySystems.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.EnergyDistributionSystems,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.EnergyDistributionSystems.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.ServiceHotWaterSystems,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.ServiceHotWaterSystems.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.WaterAndSewerConservationSystems,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.WaterAndSewerConservationSystems.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.ElectricalPeakShavingLoadShifting,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.ElectricalPeakShavingLoadShifting.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.EnergyCostReductionThroughRateAdjustments,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.EnergyCostReductionThroughRateAdjustments.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.EnergyRelatedProcessImprovements,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.EnergyRelatedProcessImprovements.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.AdvancedMeteringSystems,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.AdvancedMeteringSystems.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.PlugLoadReductions,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.PlugLoadReductions.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.DataCenterImprovements,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.DataCenterImprovements.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.FutureOtherECMs,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.FutureOtherECMs.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.HealthAndSafety,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.HealthAndSafety.MeasureName,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.Uncategorized,,,
Audits.Audit.Measures.Measure.TechnologyCategories.TechnologyCategory.Uncategorized.MeasureName,,,
Audits.Audit.Measures.Measure.MeasureScaleOfApplication,,,
Audits.Audit.Measures.Measure.LongDescription,Optional,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis,Optional,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.MeasureRank,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualSavingsSiteEnergy,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualSavingsSourceEnergy,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualSavingsCost,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualSavingsByFuels,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualSavingsByFuels.AnnualSavingsByFuel,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualSavingsByFuels.AnnualSavingsByFuel.AnnualSavingsNativeUnits,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualSavingsByFuels.AnnualSavingsByFuel.EnergyResource,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualSavingsByFuels.AnnualSavingsByFuel.ResourceUnits,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.SummerPeakElectricityReduction,Optional,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.WinterPeakElectricityReduction,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualPeakElectricityReduction,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualDemandSavingsCost,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualWaterSavings,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.AnnualWaterCostSavings,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.OMCostAnnualSavings,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.OtherCostAnnualSavings,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.EquipmentDisposalAndSalvageCosts,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.FundingFromIncentives,Optional,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.FundingFromTaxCredits,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.NPVofTaxImplications,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.SimplePayback,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.NetPresentValue,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.InternalRateOfReturn,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.ReferenceCase,,,
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.CalculationMethod,Optional,"Modeled,Estimated",
Audits.Audit.Measures.Measure.MeasureSavingsAnalysis.CostEffectivenessScreeningMethod,,,
Audits.Audit.Measures.Measure.MVCost,,,
Audits.Audit.Measures.Measure.MVOption,,,
Audits.Audit.Measures.Measure.UsefulLife,Optional,,
Audits.Audit.Measures.Measure.MeasureTotalFirstCost,,,
Audits.Audit.Measures.Measure.MeasureInstallationCost,,,
Audits.Audit.Measures.Measure.MeasureMaterialCost,,,
Audits.Audit.Measures.Measure.CapitalReplacementCost,,,
Audits.Audit.Measures.Measure.ResidualValue,,,
Audits.Audit.Measures.Measure.Recommended,Optional,,
Audits.Audit.Measures.Measure.StartDate,,,
Audits.Audit.Measures.Measure.EndDate,,,
Audits.Audit.Measures.Measure.ImplementationStatus,Optional,"Completed,Proposed",
Audits.Audit.Measures.Measure.DiscardReason,,,
Audits.Audit.Measures.Measure.UserDefinedFields,Required,,
Audits.Audit.Measures.Measure.UserDefinedFields.UserDefinedField,Required,,
Audits.Audit.Measures.Measure.UserDefinedFields.UserDefinedField.FieldName,Optional,Change in O&M Cost Annually,Audits.Audit.Measures.Measure.UserDefinedFields.UserDefinedField.FieldValue
Audits.Audit.Measures.Measure.UserDefinedFields.UserDefinedField.FieldValue,Required,,
Audits.Audit.Report,Required,,
Audits.Audit.Report.Scenarios,Required,,
Audits.Audit.Report.Scenarios.Scenario,Required,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioName,,,
Audits.Audit.Report.Scenarios.Scenario.Normalization,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType,Required,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding,Optional,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.CalculationMethod,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.EnergyUseByEndUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.EnergyUseByEndUse.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.EnergyUseByEndUse.EndUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.Rankings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.Rankings.Ranking,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.Rankings.Ranking.Type,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.Rankings.Ranking.Type.SystemsType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.Rankings.Ranking.Type.EnvelopeType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.Rankings.Ranking.Rank,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.Score,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreUseType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.Score,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SiteEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SourceEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.ENERGYSTARScore,Optional,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark,Optional,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType,Optional,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager,Optional,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager.PMBenchmarkDate,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager.BuildingProfileStatus,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager.FederalSustainabilityChecklistCompletionPercentage,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CBECS,Optional,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CBECS.ClimateZone,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum.CodeName,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum.CodeVersion,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum.CodeYear,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum.CalculationMethod,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.StandardPractice,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.StandardPractice.StandardPracticeDescription,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.StandardPractice.CalculationMethod,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.Other,Optional,"ANSI/ASHRAE/IES Standard 100-2015,other",
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.Other.OtherBenchmarkDescription,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.Other.CalculationMethod,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkTool,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkYear,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AnnualSavingsSiteEnergy,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AnnualSavingsSourceEnergy,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AnnualSavingsCost,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.SummerPeakElectricityReduction,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.WinterPeakElectricityReduction,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AnnualPeakElectricityReduction,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AnnualWaterSavings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AnnualWaterCostSavings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.SimplePayback,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.NetPresentValue,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.InternalRateOfReturn,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.ReferenceCase,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.EnergyUseByEndUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.EnergyUseByEndUse.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.EnergyUseByEndUse.EndUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking.Type,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking.Type.SystemsType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking.Type.EnvelopeType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking.Rank,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.Score,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreUseType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.Score,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SiteEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SourceEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.Target.ENERGYSTARScore,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures,Required,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MeasureIDs,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MeasureIDs.MeasureID,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsSiteEnergy,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsSourceEnergy,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsCost,Optional,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuel,Required,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuel.AnnualSavingsNativeUnits,Optional,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuel.EnergyResource,Optional,"Electricity,NaturalGas",Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuel.ResourceUnits
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuel.ResourceUnits,Required,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.SummerPeakElectricityReduction,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.WinterPeakElectricityReduction,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualPeakElectricityReduction,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualDemandSavingsCost,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualWaterSavings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualWaterCostSavings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ImplementationPeriod,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.PackageFirstCost,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MVCost,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.OMCostAnnualSavings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.EquipmentDisposalAndSalvageCosts,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ImplementationPeriodCostSavings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.PercentGuaranteedSavings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ProjectMarkup,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.FundingFromIncentives,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.FundingFromTaxCredits,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.OtherFinancialIncentives,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.RecurringIncentives,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.NPVofTaxImplications,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.SimplePayback,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.NetPresentValue,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.InternalRateOfReturn,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ReferenceCase,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.CalculationMethod,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.CostEffectivenessScreeningMethod,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUse.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUse.EndUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type.SystemsType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type.EnvelopeType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Rank,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.Score,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.EnergyUse,,,
Audits.Audit.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelType.PrimaryFuel,,,
