attribute_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,term_or_lo,matched_to_term,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words 
SourceEnergyUse,3023,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse,,,,,,,"List-Option, List-Option","Source, Energy","https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
SourceEnergyUseIntensity,3024,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,,,"List-Option, List-Option","Source, Energy","https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436","Use, Intensity","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/8ec6b0be-01d7-427d-b142-6529dccc8fd5",
EnergyUseByFuelTypes,3025,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Types","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUseByFuelType,3026,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Type","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUse,3027,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
PrimaryFuel,3028,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,,,List-Option,Primary,https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd,Fuel,https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece,
ENERGYSTARScore,3029,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.ENERGYSTARScore,,,,,,,List-Option,Score,https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,,,ENERGYSTAR
PackageOfMeasures,3030,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures,,,,,,,"List-Option, List-Option","Package, Measures","https://bedes.lbl.gov/node/607d4b98-27b5-463b-af24-19a0b06722b4, https://bedes.lbl.gov/node/41f5b771-88ac-4e55-821e-53146fa18005",Of,https://bedes.lbl.gov/node/3d8f4d75-8578-46ef-8d4c-e94b00be54fa,
MeasureIDs,3031,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MeasureIDs,686c3562-518e-47f5-b1f1-8b12145479ba,Measured,,,https://bedes.lbl.gov/node/686c3562-518e-47f5-b1f1-8b12145479ba,0.96,List-Option,,,,,
MeasureID,3032,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MeasureIDs.MeasureID,686c3562-518e-47f5-b1f1-8b12145479ba,Measured,,,https://bedes.lbl.gov/node/686c3562-518e-47f5-b1f1-8b12145479ba,0.9777777777777777,List-Option,,,,,
AnnualSavingsSiteEnergy,3033,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsSiteEnergy,,,,,,,"List-Option, List-Option, List-Option","Annual, Site, Energy","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
AnnualSavingsSourceEnergy,3034,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsSourceEnergy,,,,,,,"List-Option, List-Option, List-Option","Annual, Source, Energy","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/658797eb-6b25-4d5d-9bd8-9b9b82f78a2e, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
AnnualSavingsCost,3035,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsCost,,,,,,,"List-Option, Term","Annual, Cost","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
AnnualSavingsByFuels,3036,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels,,,,,,,List-Option,Annual,https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3,"Savings, By, Fuels","https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece",
AnnualSavingsByFuel,3037,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels.AnnualSavingsByFuel,,,,,,,List-Option,Annual,https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3,"Savings, By, Fuel","https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece",
AnnualSavingsNativeUnits,3038,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels.AnnualSavingsByFuel.AnnualSavingsNativeUnits,,,,,,,"List-Option, List-Option","Annual, Units","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/1f0f8179-7b42-4928-867f-42a67326ed06",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,Native
EnergyResource,3039,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels.AnnualSavingsByFuel.EnergyResource,,,,,,,"List-Option, Term","Energy, Resource","https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436, https://bedes.lbl.gov/node/ecaea4e4-495f-40c0-985a-de04a668c3bd",,,
ResourceUnits,3040,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels.AnnualSavingsByFuel.ResourceUnits,,,,,,,"Term, List-Option","Resource, Units","https://bedes.lbl.gov/node/ecaea4e4-495f-40c0-985a-de04a668c3bd, https://bedes.lbl.gov/node/1f0f8179-7b42-4928-867f-42a67326ed06",,,
SummerPeakElectricityReduction,3041,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.SummerPeakElectricityReduction,,,,,,,"List-Option, List-Option","Summer, Electricity","https://bedes.lbl.gov/node/7f252afa-4dde-4b6b-925e-2b69c30fbadd, https://bedes.lbl.gov/node/4ff6a8b1-b171-4711-b104-70019401d11d","Peak, Reduction","https://bedes.lbl.gov/node/d7d7520d-0a35-4439-b112-6dcb43938928, https://bedes.lbl.gov/node/eb61eb77-fd70-4da9-a6ca-76876bc4f447",
WinterPeakElectricityReduction,3042,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.WinterPeakElectricityReduction,,,,,,,"List-Option, List-Option","Winter, Electricity","https://bedes.lbl.gov/node/26d6b524-6d00-48e6-af2c-3cc7612392e9, https://bedes.lbl.gov/node/4ff6a8b1-b171-4711-b104-70019401d11d","Peak, Reduction","https://bedes.lbl.gov/node/d7d7520d-0a35-4439-b112-6dcb43938928, https://bedes.lbl.gov/node/eb61eb77-fd70-4da9-a6ca-76876bc4f447",
AnnualPeakElectricityReduction,3043,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualPeakElectricityReduction,,,,,,,"List-Option, List-Option","Annual, Electricity","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/4ff6a8b1-b171-4711-b104-70019401d11d","Peak, Reduction","https://bedes.lbl.gov/node/d7d7520d-0a35-4439-b112-6dcb43938928, https://bedes.lbl.gov/node/eb61eb77-fd70-4da9-a6ca-76876bc4f447",
AnnualDemandSavingsCost,3044,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualDemandSavingsCost,,,,,,,"List-Option, List-Option, Term","Annual, Demand, Cost","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/cdfca918-7072-4681-b4ab-af7d9aa075de, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
AnnualWaterSavings,3045,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualWaterSavings,,,,,,,"List-Option, List-Option","Annual, Water","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/1eb1ea90-8414-47f3-b827-e5a36854ac65",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
AnnualWaterCostSavings,3046,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualWaterCostSavings,,,,,,,"List-Option, List-Option, Term","Annual, Water, Cost","https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3, https://bedes.lbl.gov/node/1eb1ea90-8414-47f3-b827-e5a36854ac65, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
ImplementationPeriod,3047,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ImplementationPeriod,,,,,,,List-Option,Implementation,https://bedes.lbl.gov/node/cb520318-140c-4cd4-a291-8b259f5ede6b,Period,https://bedes.lbl.gov/node/13f9a433-f23c-42db-af01-57a6fb8b5793,
PackageFirstCost,3048,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.PackageFirstCost,,,,,,,"List-Option, Term","Package, Cost","https://bedes.lbl.gov/node/607d4b98-27b5-463b-af24-19a0b06722b4, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04",First,https://bedes.lbl.gov/node/f6a681ac-0e41-46ae-867f-21f0dc992033,
MVCost,3049,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MVCost,,,,,,,"List-Option, Term","MV, Cost","https://bedes.lbl.gov/node/407d17ad-3eb8-41a4-8a51-3d944f0598b7, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04",,,
OMCostAnnualSavings,3050,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.OMCostAnnualSavings,,,,,,,"Term, List-Option","Cost, Annual","https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04, https://bedes.lbl.gov/node/c5de9d64-e3cc-4d1b-8265-42934ca210b3",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,OM
EquipmentDisposalAndSalvageCosts,3051,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.EquipmentDisposalAndSalvageCosts,,,,,,,"List-Option, Term","Equipment, Costs","https://bedes.lbl.gov/node/e786d1c0-a1cd-4f9b-9baa-30b58c03f202, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04","Disposal, And, Salvage","https://bedes.lbl.gov/node/32ad3ce1-cc30-4cbd-8977-c6f44976d278, https://bedes.lbl.gov/node/291809a7-4ba3-445a-80dc-f7fbd78c763d, https://bedes.lbl.gov/node/32ad3ce1-cc30-4cbd-8977-c6f44976d278",
ImplementationPeriodCostSavings,3052,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ImplementationPeriodCostSavings,,,,,,,"List-Option, Term","Implementation, Cost","https://bedes.lbl.gov/node/cb520318-140c-4cd4-a291-8b259f5ede6b, https://bedes.lbl.gov/node/4ad7ec69-321c-4d0d-b4c2-d949cbf8fd04","Period, Savings","https://bedes.lbl.gov/node/13f9a433-f23c-42db-af01-57a6fb8b5793, https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e",
PercentGuaranteedSavings,3053,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.PercentGuaranteedSavings,,,,,,,"List-Option, List-Option","Percent, Guaranteed","https://bedes.lbl.gov/node/89c7adf4-76b6-4b05-8580-ba19cd5b5631, https://bedes.lbl.gov/node/e124d69f-aa17-4f61-a351-424959375452",Savings,https://bedes.lbl.gov/node/41760306-958f-4732-b0b6-dc93e120b18e,
ProjectMarkup,3054,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ProjectMarkup,,,,,,,"List-Option, List-Option","Project, Markup","https://bedes.lbl.gov/node/660322d3-a716-4c92-b5df-573dcb537053, https://bedes.lbl.gov/node/77cacb4a-a6f0-4728-9820-b90319898a79",,,
FundingFromIncentives,3055,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.FundingFromIncentives,,,,,,,List-Option,Incentives,https://bedes.lbl.gov/node/3464f6cd-3bad-4d1b-984e-fb30efdb055a,"Funding, From","https://bedes.lbl.gov/node/5ec8fc36-6ee7-4174-a427-66b85c39701e, https://bedes.lbl.gov/node/fd1c940d-ac1f-4000-baa3-a47f59a19ae0",
FundingFromTaxCredits,3056,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.FundingFromTaxCredits,,,,,,,,,,"Funding, From, Tax, Credits","https://bedes.lbl.gov/node/5ec8fc36-6ee7-4174-a427-66b85c39701e, https://bedes.lbl.gov/node/fd1c940d-ac1f-4000-baa3-a47f59a19ae0, https://bedes.lbl.gov/node/75a8ca36-b3da-446e-b533-7d099a04445f, https://bedes.lbl.gov/node/85588840-b618-4ff7-ad09-cdc129905898",
OtherFinancialIncentives,3057,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.OtherFinancialIncentives,,,,,,,List-Option,Incentives,https://bedes.lbl.gov/node/3464f6cd-3bad-4d1b-984e-fb30efdb055a,Other,https://bedes.lbl.gov/node/0707002a-2bf0-46f3-a2c2-ba8f019ca97e,Financial
RecurringIncentives,3058,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.RecurringIncentives,,,,,,,"List-Option, List-Option","Recurring, Incentives","https://bedes.lbl.gov/node/a71c8c8d-e48d-4e2a-a235-8c688d1e9967, https://bedes.lbl.gov/node/3464f6cd-3bad-4d1b-984e-fb30efdb055a",,,
NPVofTaxImplications,3059,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.NPVofTaxImplications,,,,,,,,,,Tax,https://bedes.lbl.gov/node/75a8ca36-b3da-446e-b533-7d099a04445f,"NP, Vof, Implications"
SimplePayback,3060,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.SimplePayback,f4a95d94-f54b-48e1-9096-8230adf72b16,Simple payback,,The length of time required for an investment to pay for itself.,https://bedes.lbl.gov/node/f4a95d94-f54b-48e1-9096-8230adf72b16,0.9857142857142858,List-Option,,,,,
NetPresentValue,3061,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.NetPresentValue,4019bef3-2394-4b14-aa86-726d9c5e7fa7,Net present value,,Net Present Value (NPV) of a measure or a project,https://bedes.lbl.gov/node/4019bef3-2394-4b14-aa86-726d9c5e7fa7,0.9725490196078431,List-Option,,,,,
InternalRateOfReturn,3062,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.InternalRateOfReturn,f7e8e266-e91d-4bae-b0d0-a5783d8da8f7,Internal rate of return,,Internal rate of return (IRR) of a measure or a project,https://bedes.lbl.gov/node/f7e8e266-e91d-4bae-b0d0-a5783d8da8f7,0.9739130434782608,List-Option,,,,,
ReferenceCase,3063,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ReferenceCase,,,,,,,List-Option,Case,https://bedes.lbl.gov/node/dca1ef60-2206-44eb-9942-5f8d3be191c0,Reference,https://bedes.lbl.gov/node/c02c53de-cb42-44ca-98ea-f4ec7aeb5344,
CalculationMethod,3064,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.CalculationMethod,,,,,,,,,,Method,https://bedes.lbl.gov/node/16d028b7-fe74-4fb7-a17a-46c42310febb,Calculation
CostEffectivenessScreeningMethod,3065,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.CostEffectivenessScreeningMethod,ca919bca-c24a-482c-8c0c-7f7f343c21ae,Cost Effectiveness Screening Method,Measures,Method for calculating cost-effectiveness for measures or project,https://bedes.lbl.gov/node/ca919bca-c24a-482c-8c0c-7f7f343c21ae,0.9828571428571429,Term,,,,,
AssetScore,3066,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore,,,,,,,List-Option,Score,https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,Asset,https://bedes.lbl.gov/node/c046440d-9489-43a0-a79a-b744d9286867,
WholeBuilding,3067,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding,,,,,,,List-Option,Building,https://bedes.lbl.gov/node/6207b4d5-694c-430a-a5c9-f375ba2eebc7,Whole,https://bedes.lbl.gov/node/4d229038-d4b0-459c-b4e9-3f79de2391af,
EnergyUseByEndUses,3068,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUses,,,,,,,"List-Option, List-Option","Energy, End","https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436, https://bedes.lbl.gov/node/b04873c7-3936-4c0a-9567-ce7f9059877c","Use, By, Uses","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3",
EnergyUseByEndUse,3069,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse,,,,,,,"List-Option, List-Option","Energy, End","https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436, https://bedes.lbl.gov/node/b04873c7-3936-4c0a-9567-ce7f9059877c","Use, By, Use","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3",
EnergyUse,3070,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EnergyUse,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
EndUse,3071,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EndUse,af5347a6-34a5-4c9c-aa98-ff257a3b90e3,End Use,Resources,Resource end use. This can also be used to qualify a renewable energy that is generated on-site that has its own dedicated meter. This can be applied at the premises or individual system or equipment level.,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,0.9666666666666667,Term,,,,,
Rankings,3072,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings,,,,,,,,,,,,Rankings
Ranking,3073,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking,,,,,,,,,,,,Ranking
Type,3074,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type,,,,,,,,,,Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
SystemsType,3075,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type.SystemsType,,,,,,,List-Option,Systems,https://bedes.lbl.gov/node/17088d19-ae84-4a27-8905-add18338ebef,Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
EnvelopeType,3076,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type.EnvelopeType,,,,,,,,,,"Envelope, Type","https://bedes.lbl.gov/node/19c9c99b-2596-4e2f-90e3-440bea46e9e4, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
Rank,3077,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Rank,,,,,,,,,,,,Rank
AssetScoreData,3078,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData,,,,,,,List-Option,Score,https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,"Asset, Data","https://bedes.lbl.gov/node/c046440d-9489-43a0-a79a-b744d9286867, https://bedes.lbl.gov/node/9bcb413f-f100-4f77-953c-5ebdad916148",
Score,3079,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.Score,5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,Score,,"Numeric score, either an absolute number or number within a range such as 1-100",https://bedes.lbl.gov/node/5ca6dcc6-d1f7-4674-9064-0f058b0e13a1,1.0,List-Option,,,,,
SiteEnergyUse,3080,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse,,,,,,,"List-Option, List-Option","Site, Energy","https://bedes.lbl.gov/node/14a1960d-aa62-412e-ab5e-4431a319d1be, https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436",Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
EnergyUseByFuelTypes,3081,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Types","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUseByFuelType,3082,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,"Use, By, Fuel, Type","https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3, https://bedes.lbl.gov/node/6508ba1f-00dc-4de9-90d1-f6d3b8be7e16, https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece, https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84",
EnergyUse,3083,BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,,,List-Option,Energy,https://bedes.lbl.gov/node/fdb2f8c5-a4df-4f5f-8faf-75056db9b436,Use,https://bedes.lbl.gov/node/af5347a6-34a5-4c9c-aa98-ff257a3b90e3,
