BuildingSyncPath,State,RequiredValues,RequiredPairedElement,GroupID,GroupingLevel
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.Score,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.CurrentBuilding.ENERGYSTARScore,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager.PMBenchmarkDate,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager.BuildingProfileStatus,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.PortfolioManager.FederalSustainabilityChecklistCompletionPercentage,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CBECS,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CBECS.ClimateZone,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum.CodeName,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum.CodeVersion,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum.CodeYear,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.CodeMinimum.CalculationMethod,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.StandardPractice,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.StandardPractice.StandardPracticeDescription,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.StandardPractice.CalculationMethod,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.Other,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.Other.OtherBenchmarkDescription,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkType.Other.CalculationMethod,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkTool,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Benchmark.BenchmarkYear,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AnnualSavingsSiteEnergy,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AnnualSavingsSourceEnergy,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AnnualSavingsCost,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.SummerPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.WinterPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AnnualPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AnnualWaterSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AnnualWaterCostSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.SimplePayback,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.NetPresentValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.InternalRateOfReturn,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.ReferenceCase,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.EnergyUseByEndUses,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking.Type,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking.Type.SystemsType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking.Type.EnvelopeType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.Rankings.Ranking.Rank,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.Score,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreUseType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.Score,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Target.ENERGYSTARScore,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures,Required,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MeasureIDs,Optional,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MeasureIDs.MeasureID,Optional,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsSiteEnergy,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsSourceEnergy,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsCost,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels.AnnualSavingsByFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels.AnnualSavingsByFuel.AnnualSavingsNativeUnits,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels.AnnualSavingsByFuel.EnergyResource,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualSavingsByFuels.AnnualSavingsByFuel.ResourceUnits,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.SummerPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.WinterPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualDemandSavingsCost,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualWaterSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AnnualWaterCostSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ImplementationPeriod,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.PackageFirstCost,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.MVCost,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.OMCostAnnualSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.EquipmentDisposalAndSalvageCosts,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ImplementationPeriodCostSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.PercentGuaranteedSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ProjectMarkup,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.FundingFromIncentives,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.FundingFromTaxCredits,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.OtherFinancialIncentives,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.RecurringIncentives,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.NPVofTaxImplications,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.SimplePayback,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.NetPresentValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.InternalRateOfReturn,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ReferenceCase,Required,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.CalculationMethod,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.CostEffectivenessScreeningMethod,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUses,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.EnergyUseByEndUses.EnergyUseByEndUse.EndUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type.SystemsType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Type.EnvelopeType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.Rankings.Ranking.Rank,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.Score,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.WholeBuilding.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreUseType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.Score,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SiteEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.SourceEnergyUseIntensity,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.EnergyUse,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.AssetScore.UseTypes.UseType.AssetScoreData.SourceEnergyUse.EnergyUseByFuelTypes.EnergyUseByFuelType.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.PackageOfMeasures.ENERGYSTARScore,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualSavingsSiteEnergy,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualSavingsSourceEnergy,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualSavingsCost,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.SummerPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.WinterPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualPeakElectricityReduction,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualWaterSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.AnnualWaterCostSavings,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.SimplePayback,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.NetPresentValue,,,,,
BuildingSync.Facilities.Facility.Report.Scenarios.Scenario.ScenarioType.Other.InternalRateOfReturn,,,,,
